threshold,min_area,defect_dice,defect_iou,defect_image_recall,normal_fpr,normal_count,normal_fp_count,normal_fp_pixel_sum,normal_fp_pixel_mean,normal_fp_pixel_median,normal_fp_pixel_p95,normal_largest_fp_area_mean,normal_largest_fp_area_median,normal_largest_fp_area_p95,normal_largest_fp_area_max,pixel_precision_defect_macro,pixel_recall_defect_macro,pixel_f1_defect_macro,pixel_precision_labeled_micro,pixel_recall_labeled_micro,pixel_f1_labeled_micro,pixel_auprc_all_labeled,component_recall_3px,component_precision_3px,component_f1_3px,boundary_f1_3px,stage2_score
0.2,0,0.04527463923971715,0.02714341481198373,1.0,1.0,59,59,23450442.0,397465.1186440678,409600.0,409600.0,397163.77966101695,409600.0,409600.0,409600.0,0.027223113841490492,0.9987386828869668,0.04527463923630427,0.007934801599812701,0.9955843395093915,0.015744122630597494,0.8702840363540515,1.0,0.6062052618681159,0.6369100048057242,0.006065427852114569,-1.7547253607602828
0.2,8,0.04529462930080077,0.027159329627043427,1.0,1.0,59,59,23450129.0,397459.81355932204,409600.0,409600.0,397163.77966101695,409600.0,409600.0,409600.0,0.02723912157084333,0.9987386828869668,0.04529462929738731,0.007935117157393208,0.9955843395093915,0.01574474380459601,0.8702840363540515,1.0,0.6444728021072155,0.6812819920713282,0.006094639772940474,-1.7547053706991993
0.2,16,0.045315191964563364,0.027175321071769662,1.0,1.0,59,59,23449779.0,397453.8813559322,409600.0,409600.0,397163.77966101695,409600.0,409600.0,409600.0,0.027255198596807514,0.9987386828869668,0.045315191961149255,0.007935466135655612,0.9955843395093915,0.015745430766635572,0.8702840363540515,1.0,0.6715304352520489,0.7094982684138846,0.006123688697725334,-1.7546848080354367
0.2,24,0.04533357987795202,0.02718956735403487,1.0,1.0,59,59,23449490.0,397448.9830508475,409600.0,409600.0,397163.77966101695,409600.0,409600.0,409600.0,0.027269498339551036,0.9987386828869668,0.04533357987453732,0.007935791051126968,0.9955843395093915,0.015746070360756592,0.8702840363540515,1.0,0.6921662473700946,0.7301322182475617,0.006153508745430068,-1.754666420122048
0.2,32,0.04535525439044482,0.027209447971495253,1.0,1.0,59,59,23449350.0,397446.6101694915,409600.0,409600.0,397163.77966101695,409600.0,409600.0,409600.0,0.027289466588628783,0.9987386828869668,0.0453552543870298,0.007936040301175859,0.9955843395093915,0.015746561007674874,0.8702840363540515,1.0,0.705304027190027,0.7446326669649161,0.0061800398028368855,-1.7546447456095553
0.2,48,0.045397641382176175,0.02724199739580923,1.0,1.0,59,59,23448982.0,397440.3728813559,409600.0,409600.0,397163.77966101695,409600.0,409600.0,409600.0,0.027322269880487995,0.9987386828869668,0.04539764137876017,0.007936543834034821,0.9955843395093915,0.015747552207721876,0.8702840363540515,1.0,0.7296160371459698,0.7699088382319494,0.006233354702588881,-1.7546023586178239
0.22,0,0.07374621558222003,0.04863926948415877,1.0,1.0,59,59,21759201.0,368800.0169491525,405485.0,409600.0,366739.3728813559,405457.0,409600.0,409600.0,0.049003960853718734,0.9980106971362337,0.07374621557755692,0.009005361825782807,0.9930468451406064,0.017848862740428503,0.8702840363540515,1.0,0.37712487601366806,0.40959298734134353,0.012606000169531525,-1.72625378441778
0.22,8,0.07379786622916264,0.048685953983144584,1.0,1.0,59,59,21757909.0,368778.1186440678,405480.0,409600.0,366739.3728813559,405457.0,409600.0,409600.0,0.049051491544683995,0.9980106971362337,0.07379786622449803,0.009006461678567924,0.9930468451406064,0.0178510230841354,0.8702840363540515,1.0,0.41581011223247444,0.4583853321628462,0.012684563047478769,-1.7262021337708373
0.22,16,0.07385081377869306,0.04873466702288449,1.0,1.0,59,59,21756124.0,368747.86440677964,405480.0,409600.0,366739.3728813559,405457.0,409600.0,409600.0,0.049101842108826066,0.9980106971362337,0.07385081377402682,0.009007789626264778,0.9930468451406064,0.01785363144821663,0.8702840363540515,1.0,0.445376059802141,0.4908890655285773,0.012769420813617097,-1.726149186221307
0.22,24,0.07389836037804765,0.04877690450330564,1.0,1.0,59,59,21754670.0,368723.22033898305,405457.0,409600.0,366739.3728813559,405457.0,409600.0,409600.0,0.04914478247342785,0.9980106971362337,0.07389836037337962,0.009008888569404051,0.9930468451406064,0.017855789994728897,0.8702840363540515,1.0,0.4582326800610352,0.5094358321814506,0.012836528800597609,-1.7261016396219524
